@relation 'CamelBug'

@attribute Text string
@attribute class-att {0,1}

@data
'camel cxf component can t deal with the exception message in MESSAGE dataFormat    From  Willem JiangTo  camel user activemq apache orgSubject  Re  camel cxf throwing a faultDate  Wed     Mar                    Reply To  camel user activemq apache orgHi Marc It looks like camel cxf component s issue which can t deal with the exception message in MESSAGE dataFormat Could you fill a JIRA for it   I will fix it later this week As usual  you just need throw the exception from the processor   CXF will try to marshal it into a soap fault Regards WillemMarc Giger wrote  gt  Hi  gt  gt  I m trying to get the following camel route working where the gt  dataformat is MESSAGE  gt  gt   lt from uri  cxf bean routerEndpoint dataFormat MESSAGE   gt   gt   lt process ref  decryptProcessor   gt   gt   lt choice gt  gt   lt when gt   gt   lt methodCall bean  endpointSelector  method  matches   gt  gt   lt to uri  cxf bean serviceEndpoint dataFormat MESSAGE   gt   gt   lt  when gt  gt   lt otherwise gt   gt   lt to uri  cxf bean localEndpoint dataFormat MESSAGE   gt   gt   lt  otherwise gt  gt   lt  choice gt   gt  gt  if the endpointSelector bean returns true the request is redirected to gt  a remote webservice  gt  otherwise the request is forwarded to a local cxf service  with gt  local transport  gt  gt  Now  if I invoke the routerEndpoint and somewhere in the pipeline gt  happens an exception  in my case in the decryptProcessor   I get the gt  following Exception in the outFault chain  gt  gt  Mar                  PM org apache cxf phase PhaseInterceptorChain gt  doIntercept INFO  Interceptor has thrown exception  unwinding now gt  org apache cxf interceptor Fault gt  at gt  org apache camel component cxf interceptors RawMessageContentRedirectInterceptor handleMessage RawMessageContentRedirectInterceptor java     gt  at gt  org apache cxf phase PhaseInterceptorChain doIntercept PhaseInterceptorChain java      gt  at gt  org apache cxf interceptor OutgoingChainInterceptor handleMessage OutgoingChainInterceptor java     gt  at gt  org apache cxf phase PhaseInterceptorChain doIntercept PhaseInterceptorChain java      gt  at gt  org apache cxf transport ChainInitiationObserver onMessage ChainInitiationObserver java     gt  at gt  org apache cxf transport servlet ServletDestination doMessage ServletDestination java     gt  at gt  org apache cxf transport servlet ServletController invokeDestination ServletController java      gt  at gt  org apache cxf transport servlet ServletController invoke ServletController java      gt  at gt  org apache cxf transport servlet AbstractCXFServlet invoke AbstractCXFServlet java      gt  at gt  org apache cxf transport servlet AbstractCXFServlet doPost AbstractCXFServlet java      gt  at javax servlet http HttpServlet service HttpServlet java      at gt  javax servlet http HttpServlet service HttpServlet java      at gt  org mortbay jetty servlet ServletHolder handle ServletHolder java      gt  at gt  org mortbay jetty servlet ServletHandler handle ServletHandler java      gt  at gt  org mortbay jetty security SecurityHandler handle SecurityHandler java      gt  at gt  org mortbay jetty servlet SessionHandler handle SessionHandler java      gt  at gt  org mortbay jetty handler ContextHandler handle ContextHandler java      gt  at gt  org mortbay jetty webapp WebAppContext handle WebAppContext java      gt  at gt  org mortbay jetty handler ContextHandlerCollection handle ContextHandlerCollection java      gt  at gt  org mortbay jetty handler HandlerCollection handle HandlerCollection java      gt  at gt  org mortbay jetty handler HandlerWrapper handle HandlerWrapper java      gt  at org mortbay jetty Server handle Server java      at gt  org mortbay jetty HttpConnection handleRequest HttpConnection java      gt  at gt  org mortbay jetty HttpConnection RequestHandler content HttpConnection java      gt  at org mortbay jetty HttpParser parseNext HttpParser java      at gt  org mortbay jetty HttpParser parseAvailable HttpParser java      at gt  org mortbay jetty HttpConnection handle HttpConnection java      at gt  org mortbay io nio SelectChannelEndPoint run SelectChannelEndPoint java      gt  at gt  org mortbay thread BoundedThreadPool PoolThread run BoundedThreadPool java      gt  Caused by  java lang NullPointerException at gt  org apache commons io IOUtils copyLarge IOUtils java       at gt  org apache commons io IOUtils copy IOUtils java      at gt  org apache camel component cxf interceptors RawMessageContentRedirectInterceptor handleMessage RawMessageContentRedirectInterceptor java         gt     more gt  gt  This is because the InputStream is null in gt  RawMessageContentRedirectInterceptor  gt  gt  public void handleMessage Message message  throws Fault   gt  gt  InputStream is   message getContent InputStream class   gt  OutputStream os   message getContent OutputStream class   gt   gt  try    gt  IOUtils copy is  os   gt  is close    gt  os flush    gt    catch  Exception e    gt  throw new Fault e   gt    gt    gt  gt  How can I return a custom soap fault in a processor filter  gt  gt  Thanks  gt  gt  Marc gt  gt    ',0
'SftpConsumer is not connecting and retrieving remote files    SftpConsumer does not connect to server due to patch for CAMEL      The SftpConsumer also checks remote file modification timestamp against last poll timestamp but incorrectly converts seconds to milliseconds using integer math so the resulting conversion is always negative and will never retrieve file  I will attach the fixes to this issue    ',0
'HttpBinding writeResponse doesn t set the response status code  i e  it s always         When writing out an Http response  the HttpBinding should check for the existing of the header HttpProducer HTTP RESPONSE CODE and set it in the response if it s there  This allows requests made via the http component to be output with the correct status code info  If also allows processors in the flow to control the status code by setting the header themselves    ',0
'Support for a full customized soap fault incl  fault code and detail    Don t wrap a Fault in a Fault    ',0
'Javadoc warnings    Get the javadoc warnings reported by the javadoc generator fixed    ',0
'Exception handling of the ErrorHandlerSupport class    When you configure your route builder and say you want to configure two exceptions lets say  NullPointer and Exception  Now say the bean you call as your end point throws a NullPointer  wouldn t you think the NullPointer policy would handle that exception  Well I m seeing sometimes it does and sometimes it doesn t due to the map not keeping the exceptions in any particular order  Is there anyway this could be changed to a LinkedHashMap or a List Issue with class  org apache camel processor ErrorHandlerSupport   ',0
'Invalid jar in binary distribution    The apache camel jar in the binary distribution misses a lot of files  including class and schema files    k in size compared to the    M released jar     ',0
'Camel should raise an exception if parsing of xslt file fails    Consider a Camel route that involves an xslt component  When Camel sets up the route  the XsltBuilder ignores any errors coming from the xerces xml parser and continues constructing the route even though the xslt transformer is not initialized  Later when the route is executed Camel correctly checks if the transformer is initialized and raises an error if not java lang IllegalArgumentException  No transformer configured However in case of a parse error in the xslt file  the whole route becomes unusable and the setup routine that constructs the route should fail with an appropriate error message  A sanity check needs to be added in methodorg apache camel builder xml XsltBuilder setTransformerSource javax xml transform Source     ',0
'file endpoint with noop true does not detect old files moved into a directory       ',0
'camel core does not compile on HP UX    camel core src main java org apache camel model ProcessorType java                  inconvertible types found   org apache camel model ProcessorType lt Type gt  required  org apache camel model InterceptTypecamel core src main java org apache camel model ProcessorType java                  inconvertible types found   org apache camel model ProcessorType lt Type gt  required  org apache camel model InterceptTypecamel core src main java org apache camel model ProcessorType java                  inconvertible types found   org apache camel model ProcessorType lt Type gt  required  org apache camel model InterceptTypecamel core src main java org apache camel model ProcessorType java                  inconvertible types found   org apache camel model ProcessorType lt Type gt  required  org apache camel model InterceptType   ',0
'JMX Connector is not closed by InstrumentationAgentImpl doStop         ',0
'Javadoc   improve summaries etc    The javadoc could use to be polished for eg  summaries statis the Apache license instead of a short brief summary what the class package does etc It s all the javadoc also for the components    ',0
'IntrumentationProcessor does properly record processing time    The InstrumentationLifeCycleStrategy inserts an InstrumentationProcessor interceptor at the end of a route which is intercepted after the processing has been done  The InstrumentationProcessor does not actually record the time spent on the route  It is fixed by inserting InstrumentationProcessor at the beginning of the route and wrapping all the outputs There two MBeans  ManagedRoute and PerformanceCounter  registered for each route eventhough ManagedRoute already extends PerformanceCounter  We probably only need to expose one MBean  The ManagedRoute MBean shows performance attributes and operations  since it extends PerformanceCoutner  but these performance related stuffs don t really work  This is fixed by registering only the ManagedRoute MBean and making the performance related attributes and operations functional This patch supports exposing all processors within a route as PerformanceCounter MBeans so that users are possible to monitor performance at the processor s level With this patch  the org apache camel spi package no longer depends CamelNamingStrategy of the org apache camel management management package  It follows the suggestion mentioned in https   issues apache org activemq browse CAMEL     Another update is to following the JMX spec convention of including a  type  property in the ObjectName  replacing the current  groups  property   This patch also simplify the ManagedRoute s ObjectName a bit by removing builder and group properties  If for some reasons  they need to be in the ObjectName  please add them back    ',0
'camel cxf component not propagating context data    For POJO data formats the CxfProducer currently invokes the following method to invoke on a target serverresult   client invoke operation  parameters toArray    This fails to setup the Request and Response contexts for the out  request  message and in  response  message  It should instead be copying the relevant data from the consumer and invoking the following operation on the Client interfaceObject   invoke BindingOperationInfo oi  Object   params  Map lt String  Object gt  context  throws Exception Likewise the PAYLOAD and MESSAGE data formats are not setting up their contexts before they call the dispatch operation  In fact there is comments in the current codebase       invoke the message prepare the context Map lt String  Object gt  context   new HashMap lt String  Object gt     Map lt String  Object gt  requestContext   new HashMap lt String  Object gt     Map lt String  Object gt  responseContext   new HashMap lt String  Object gt        TODO Get the requestContext from the CamelExchange context put CxfClient REQUEST CONTEXT  requestContext   context put CxfClient RESPONSE CONTEXT  responseContext  The fix should also include a fix for all three data format types   ',0
'NPE from came run with below route codes    With the following route  from  timer   tutorial fixedRate true amp period       setBody  constant   lt  xml version       encoding  UTF     gt  lt greetMe gt Hello World lt  greetMe gt      setHeader  CBR    constant  No    choice   when  header  CBR    isEqualTo  Yes    setHeader   CreditcardValidation   constant  Yes    to   log CBRBean level INFO   to  log XSLT for provider  level INFO    when header  CBR    isEqualTo  No    setHeader   CreditcardValidation   constant  No    to   log XSLT for provider  level INFO   end   choice    when header  CreditcardValidation   isEqualTo  Yes     to  log CCVBean level INFO   to  log XSLT for consumer  level INFO   when  header  CreditcardValidation   isEqualTo  No     to  log XSLT for consumer  level INFO   otherwise    to  log test level INFO   end   running mvn camel run I get the following stack trace java lang NullPointerException at org apache camel view NodeData  lt init gt  NodeData java      at org apache camel view GraphGeneratorSupport getNodeData GraphGeneratorSupport java      at org apache camel view RouteDotGenerator printNode RouteDotGenerator java      at org apache camel view RouteDotGenerator printNode RouteDotGenerator java      at org apache camel view RouteDotGenerator printRoute RouteDotGenerator java     at org apache camel view RouteDotGenerator printRoutes RouteDotGenerator java     at org apache camel view RouteDotGenerator printRoutes RouteDotGenerator java     at org apache camel view RouteDotGenerator generateFile RouteDotGenerator java      at org apache camel view GraphGeneratorSupport generateFile GraphGeneratorSupport java      at org apache camel view GraphGeneratorSupport drawRoutes GraphGeneratorSupport java     at org apache camel spring Main generateDot Main java      at org apache camel spring Main postProcessContext Main java      at org apache camel spring Main doStart Main java      at org apache camel impl ServiceSupport start ServiceSupport java     at org apache camel spring Main run Main java      at org apache camel spring Main run Main java      at org apache camel spring Main main Main java      at sun reflect NativeMethodAccessorImpl invoke  Native Method  at sun reflect NativeMethodAccessorImpl invoke NativeMethodAccessorImpl java     at sun reflect DelegatingMethodAccessorImpl invoke DelegatingMethodAccessorImpl java     at java lang reflect Method invoke Method java      at org apache camel maven RunMojo   run RunMojo java      at java lang Thread run Thread java     the error seems related to the maven camel plugin failing generating the dot file for the route    ',0
'File component   noop does not lock the file during processing    The noop true option does not lock the file during processing as it states in its class javadoc  The parameter is false  It should be true instead  public NoOpFileProcessStrategy     super false       ',0
'camel spring is dependent on spring aop     lt dependency gt   lt groupId gt org springframework lt  groupId gt   lt artifactId gt spring aop lt  artifactId gt   lt version gt   spring version  lt  version gt   lt  dependency gt is needed in pom xml for camel spring as its needed to let camel spring component work out of the box  Without it the camel example spring does not work and blows up with a ClassNotFoundException when you use camel run   ',0
'Multicast default excecutor do not create the enough thread for parallel processing    When I added the loan broker example CAMEL      I found there is no performance improvement when using the parallelly mulitcast After digging into to code  I found we should create the enough thread for the parallel processing    ',0
'CamelTemplate should clear endpoint cache when stopping    Only the producer cache is stopped and cleared    start and stop in camel template protected void doStart   throws Exception   producerCache start      protected void doStop   throws Exception   producerCache stop         stop in producer cache protected void doStop   throws Exception   ServiceHelper stopServices producers values     producers clear        ',0
' patch  Make sure streams get closed    a couple places streams are opened and are not closed  patch fixes this    ',0
'Missing compile step in example readmes    I noticed that some examples that are run via mvn exec java require that the example be compiled first  I ve updated the readmes to include this step      ',0
'ResequencerType createProcessor could throw NPE as stream config does not get initialized     java lang NullPointerException at org apache camel model ResequencerType createStreamResequencer ResequencerType java      at org apache camel model ResequencerType createProcessor ResequencerType java      at org apache camel model ProcessorType createOutputsProcessor ProcessorType java       at org apache camel model ProcessorType createOutputsProcessor ProcessorType java     at org apache camel model InterceptorRef createProcessor InterceptorRef java     at org apache camel model ProcessorType makeProcessor ProcessorType java       at org apache camel model ProcessorType addRoutes ProcessorType java     at org apache camel model RouteType addRoutes RouteType java      at org apache camel model RouteType addRoutes RouteType java     at org apache camel impl DefaultCamelContext startRouteDefinitions DefaultCamelContext java      at org apache camel impl DefaultCamelContext doStart DefaultCamelContext java      at org apache camel impl ServiceSupport start ServiceSupport java     at org apache camel ContextTestSupport startCamelContext ContextTestSupport java      at org apache camel ContextTestSupport setUp ContextTestSupport java     at org apache camel processor ResequencerTest setUp ResequencerTest java     at junit framework TestCase runBare TestCase java      at junit framework TestResult   protect TestResult java      at junit framework TestResult runProtected TestResult java      at junit framework TestResult run TestResult java      at junit framework TestCase run TestCase java      at junit framework TestSuite runTest TestSuite java      at junit framework TestSuite run TestSuite java      at org eclipse jdt internal junit runner junit  JUnit TestReference run JUnit TestReference java      at org eclipse jdt internal junit runner TestExecution run TestExecution java     at org eclipse jdt internal junit runner RemoteTestRunner runTests RemoteTestRunner java      at org eclipse jdt internal junit runner RemoteTestRunner runTests RemoteTestRunner java      at org eclipse jdt internal junit runner RemoteTestRunner run RemoteTestRunner java      at org eclipse jdt internal junit runner RemoteTestRunner main RemoteTestRunner java        ',0
'DeadLetterChannel default redelivery policy eclipsed expected transactional behaviour in a transacted route    Camel routes get a DLC processor with a redelivery policy  which defaults to redeliverying a message to a destination processor up to   times  In case of a transacted route it is preferable that DLC s delivery policy be reset to a single attempt  so that a fan out transacted route would not hold tx locks on destinations for too long  The DLC s default redelivery policy has also made transactional tests not really testing tx behavior of Camel Components backed runtimes  jms brokers  etc   rather DLC would catch the exception and try to redeliver the message to destination processor and not letting the components to rollback native transactions initiated by components backed runtimes  jms  db The attached patch installs a property into Camel Exchange that indicates weather a route is transacted  This is done in org apache camel spring spi TransactionInterceptor javaDLC then checks if the flow is transacted and sets its redelivery policy to  With this change JMS transactions are actually rolled back and messages are put back into the queue and then consumed again  verifying that brokers support transactions and can redeliver messages into Camel routes that were previously rolled back    ',0
'ResolverUtil can t resolve converter annotations in WebSphere        I have a simple hello world file based ESB that scans a folder for files  invoke a POJO and store the output as a file in another folder Deployed as a WAR file in WebSphere it seems as if Camel     SNAPSHOT can not load the converters needed to converter to String to InputStream for the FileProducer when it is about to store the file The logging output where the ResolverUtil can t find the annotated converters in camel jar itself                 DEBUG ResolverUtil  Thread    org apache camel component file FileComponent  ade ade   Searching for annotations of org apache camel Converter in packages   org apache camel spring converter  org apache camel converter                  DEBUG ResolverUtil  Thread    org apache camel component file FileComponent  ade ade   Found    And the stacktrace org apache camel InvalidPayloadException  No in body available of type  java io InputStream but has value  This is important work temp camel in README txtDone by me  of type  java lang String on  Message  This is important work temp camel in README txtDone by me  on the exchange  Exchange Message  This is important work temp camel in README txtDone by me   at org apache camel util ExchangeHelper getMandatoryInBody ExchangeHelper java      at org apache camel component file FileProducer process FileProducer java     at org apache camel component file FileProducer process FileProducer java     at org apache camel impl converter AsyncProcessorTypeConverter ProcessorToAsyncProcessorBridge process AsyncProcessorTypeConverter java     at org apache camel processor SendProcessor process SendProcessor java     at org apache camel management InstrumentationProcessor process InstrumentationProcessor java     at org apache camel processor DeadLetterChannel process DeadLetterChannel java        ',0
'jms aggregation does not work    I found this issue when I test Camel       RC  kit  I just add a test case to show the error https   svn apache org repos asf activemq camel trunk components camel jms src test java org apache camel component jms AggregratedJmsRouteTest javaYou can reproduce the error if you remove the x character from xtestJmsMulticastAndAggregration   method BTW the test case works with the Camel       RC     ',0
'camel cxf example build xml is out of date    Need to update the build xml of example camel cxf to support run the examples of camel transport and web service provider API    ',0
'Bean method lost when sending a message from one JMS queue to another    I noticed a problem in JmsBinding java  If Camel has read a JMS message from a queue and that message has a bean method specified in the header   org apache camel MethodName    the method header will removed if that message is written to another queue  Here s the offending code   protected boolean shouldOutputHeader org apache camel Message camelMessage  String headerName   Object headerValue    return headerValue    null  amp  amp   getIgnoreJmsHeaders   contains headerName   amp  amp  ObjectHelper isJavaIdentifier headerName      org apache camel MethodName  fails the check isJavaIdentifier and is excluded from the headers written to the new message  I m not sure the purpose of this check  but this might be an unintended side effect  The call chain is something like this  JmsProducer process JmsBinding makeJmsMessage JmsBinding appendJmsProperties JmsBinding shouldOutputHeader Update  Experimenting later with WebLogic s JMS  I noticed that WebLogic       does not allow this header name  Maybe this was the original motivation for this check  In order to be compatible with WebLogic  perhaps the method header name should changed to something like  CamelMethod   I believe this would correct both problems    ',0
'CXF   Feedback from Eduard on problems with CXF over JMS    See user forum http   www nabble com Fwd  A Using Apache Camel as Transport for Apache CXF with SOAP over JMS td        s      html   ',0
'process method of should check ExchnagePAttern before setting out       ',0
'ProducerTemplate doenst honor exchange pattern when it extracts the result    The code the extracts the result that is returned when you use the sendXXX  requestXXX methods on the producer template doens t honor the exchange pattern  protected Object extractResultBody E result    Object answer   null  if  result    null    Message out   result getOut false   if  out    null    answer   out getBody      else   answer   result getIn   getBody        return answer   It defaults to preferring out messages all the time  But in some circumstances the out body could be set to null but the real response is in the in body Setting the exchange pattern to InOnly doesn t honor this Maybe this ticket is a symptom of the MEP problem that we have in Camel  See the discussion on the dev forum    ',0
'transform   doesnt propogate headers    The new transform   DSL doesn t propogate headers so you can not do  from  direct four    transform   constant  London    to  mock result   And expect that any headers on the exchange at direct four is received after the transform   ',0
'JMX Instrumentation   Nodeid can be null    The processors that is registered in JMX can have null in their id  So the JMX path is processor   gt  null   gt    Either we should replace null with unknown as we do for endpoints  Or try to fix that the id is generated    ',0
'FileProducer   consumes file instead of producing     The strange code in the FileProducer that if the exchange is out capable it will poll the file instead bites us big time James must have had a beer and a fancy moment when he created the code  Something with a dynamic receipentlist where the endpoints should be polled from a file but the expression uses a Producer when the endpoints is created  For the file it should consume instead but it doesn t  Any basically it should consume instead It also bites us when we send an InOut exchange to the FileProducer it will not produce the file but consume it and there is no file so nothing happens This codepublic class FileBackupTest extends ContextTestSupport   public void testMailGeneration   throws Exception   MockEndpoint mock   getMockEndpoint  mock result    mock expectedMessageCount     template requestBody  seda mails    Hello World    mock assertIsSatisfied      protected RouteBuilder createRouteBuilder   throws Exception   return new RouteBuilder     public void configure   throws Exception   from  seda mails    to  file target mails    to  mock result          Would not create a file in target mails folder as we are using template request that is an InOut MEP I will fix it by removing the strange consumer code in the FileProducer and change the fancy dynamic recepientlist test  SimulatorTest   to not use file based endpoints It could be a blocker for the     release and we should consider creating a new RC    ',0
'Exception on using WS Addressing with Apache Camel as Transport    Not sure if this is a bug in CXF or Camel  Please see attached sample project                                                   INFO  Interceptor has thrown exception  unwinding noworg apache cxf binding soap SoapFault  A header representing a Message Addressing Property is not valid and the message cannot be processed at org apache cxf ws addressing MAPAggregator mediate MAPAggregator java      at org apache cxf ws addressing MAPAggregator handleMessage MAPAggregator java      at org apache cxf phase PhaseInterceptorChain doIntercept PhaseInterceptorChain java      at org apache cxf transport ChainInitiationObserver onMessage ChainInitiationObserver java     at org apache camel component cxf transport CamelDestination incoming CamelDestination java      at org apache camel component cxf transport CamelDestination ConsumerProcessor process CamelDestination java      at org apache camel impl converter AsyncProcessorTypeConverter ProcessorToAsyncProcessorBridge process AsyncProcessorTypeConverter java     at org apache camel component direct DirectProducer process DirectProducer java     at org apache camel processor SendProcessor process SendProcessor java     at org apache camel management InstrumentationProcessor process InstrumentationProcessor java     at org apache camel processor DeadLetterChannel process DeadLetterChannel java      at org apache camel processor DeadLetterChannel process DeadLetterChannel java     at org apache camel management InstrumentationProcessor process InstrumentationProcessor java     at org apache camel processor UnitOfWorkProcessor process UnitOfWorkProcessor java     at org apache camel util AsyncProcessorHelper process AsyncProcessorHelper java     at org apache camel processor DelegateAsyncProcessor process DelegateAsyncProcessor java     at org apache camel component jms EndpointMessageListener onMessage EndpointMessageListener java     at org springframework jms listener AbstractMessageListenerContainer doInvokeListener AbstractMessageListenerContainer java      at org springframework jms listener AbstractMessageListenerContainer invokeListener AbstractMessageListenerContainer java      at org springframework jms listener AbstractMessageListenerContainer doExecuteListener AbstractMessageListenerContainer java      at org springframework jms listener AbstractPollingMessageListenerContainer doReceiveAndExecute AbstractPollingMessageListenerContainer java      at org springframework jms listener AbstractPollingMessageListenerContainer receiveAndExecute AbstractPollingMessageListenerContainer java      at org springframework jms listener DefaultMessageListenerContainer AsyncMessageListenerInvoker invokeListener DefaultMessageListenerContainer java      at org springframework jms listener DefaultMessageListenerContainer AsyncMessageListenerInvoker run DefaultMessageListenerContainer java      at java lang Thread run Thread java        ',0
'Propagated CXF header s value should not include quotes    CAMEL     fixed the issue of not propagating transport headers  e g  SOAPAction  but it looks like we added quotes around the value  i e  getCustomer becomes  getCustomer    I updated the CustomerServicesTest to illustrate the problem  Also  I cleaned up the client server application xml    ',0
'When getContext   addInterceptorStrategy new Tracer      is added in a RouteBuilder class  then the timer component does not work    When getContext   addInterceptorStrategy new Tracer    is added in a RouteBuilder Class  then the timer component does not start e g  public class RouteBuilder extends RouteBuilder   getContext   addInterceptorStrategy new Tracer     public void configure     from  timer   export    to  bean myBean         ',0
'After the downloading process  the layout of the remote file system doesn t match the local s one    When downloading a directory with a complex layout  mutli level directory   the downloaded files do not reflect the local onemore info here http   www nabble com FTP component  A Possible bug td        s      html   ',0
'CamelConduit s should check the TargetReference when create its instance    CAMEL     shows a ws address error when using Camel transport for CXF After running the code   I found there is no To address tag generated in the soap header  It was caused by the CamelConduit can set right targe reference    ',0
'xpath expression with  header and the header doesnt exist on the in message results in NPE    Using the  headerkey shorthand for xpath expression throws a NPE if the headerkey doesn t exists on the in message We should try to find a better workaround for key doesn t exists  The NPE is thrown by SUN in their xpath engine Check nabble http   www nabble com Camel XPath and no variables found in MessageVariableResolver   What should Camel do  td        s      html   ',0
