@relation 'AmbariBug'

@attribute Text string
@attribute class-att {0,1}

@data
'Templeton configs for pig archive not correct in HMC    From Arpit The configs for pig in templeton are wrong The deployed configs are lt property gt   lt name gt templeton pig archive lt  name gt   lt value gt hdfs    apps templeton  lt  value gt   lt description gt The path to the Pig archive  lt  description gt   lt  property gt   lt property gt   lt name gt templeton pig path lt  name gt   lt value gt  pig       bin pig lt  value gt   lt description gt The path to the Pig executable  lt  description gt   lt  property gt They are missing the pig tar ball  For example they should be lt property gt   lt name gt templeton pig archive lt  name gt   lt value gt hdfs    apps templeton pig tar gz lt  value gt   lt description gt The path to the Pig archive  lt  description gt   lt  property gt   lt property gt   lt name gt templeton pig path lt  name gt   lt value gt pig tar gz pig       bin pig lt  value gt   lt description gt The path to the Pig executable  lt  description gt   lt  property gt So both the properties are missing  pig       tar gz    ',0 
'Puppet fails to install    bit JDK properly on RHEL     mkdir  p  usr jdk     chmod  x  tmp HDP artifacts  jdk  u   linux i    bin  cd  usr jdk     echo A    tmp HDP artifacts  jdk  u   linux i    bin  noregister   gt  amp  Unpacking   Checksumming   Extracting    var www html downloads jdk  u   linux i    bin    install sfx        lib ld linux so    bad ELF interpreter  No such file or directoryFailed to extract the files  Please refer to the Troubleshooting section ofthe Installation Instructions on the download page for more information Puppet should ensure glibc i    is installed before trying to install jdk    ',0 
'Change os type check during node bootstrap to allow RHEL  or CentOS  nodes    hmc php frontend addNodes verifyAndUpdateNodesInfo php hardcodes checks to only allow rhel  or centos  nodes    ',0 
'Puppet agent install script should use correct epel repo    hmc ShellScripts puppet agent install sh hardcodes to epel release rpm for CentOS      Should be more intelligent to handle different OS types    ',0 
'Update README to point to trunk    We need to fix the README to point to trunk after the merge of ambari     branch    ',0 
'Remove YUI source files from SVN    Currently YUI       source files are in SVN We don t really need to have them checked into SVN as we don t track changes  We are pre concatenating and minifying the YUI js files  so we don t need the files to run Ambari anyhow We should just remove them from SVN and instead just checkin the tarball    ',0 
'Update documentation    Modify pom xml to create output files under    site  rather than   target Make minor wording modifications    ',0 
'Nagios install fails on RHEL     Puppet layer  when trying to install nagios  tries to install php pecl json when it is not needed and fails when trying to do so  On RHEL   php     is default which has the json module built into it    ',0 
'Consolidate head tags for organization and combine CSS files for faster load       ',1 
'Puppet error  Cannot reassign variable zookeeper hosts at modules hdp manifests params pp       Seems like a typo   zookeeper hosts   hdp default  zookeeper hosts  Should be  public zookeeper hosts   ',0 
'In Custom config for Nagios  emails with multiple periods before the     fails validation       ',0 
'Custom Config page  don t allow form submission if there are client side validation errors    Currently the button looks disabled when there are client side validation errors  but it is clickable  This is a problem because there is no server side validation to make sure that the passwords match    ',0 
'special characters in hosts files created on some common windows editors causes issues       ',0 
'Rat compliance patch    Adding apache license to all the files within Ambari for rat tool compliance    ',0 
'Externalize the manager service name and point the Help link to a valid URL    The master role assignment page  Step   of install  and the cluster topology summary page are referencing the manager service name as  HMC Server   This needs to be changed to  Ambari  server The post install success message on a single node install has the same issue Currently  the Help link in the top nav launches a new tab and loads the page that the user is on  Instead  load the Help page on Ambari project website  for now  we ll point it to the Install Guide as a placeholder     ',0 
'License header for PHP files should use PHP comments  not HTML comments    Some PHP files have the HTML style comments  This is problematic sincethe license headers are becoming part of the HTML response  Worse yet  the headers are repeated multiple times in the response  This can also cause unexpected behavior    ',0 
'Add a link to NOTICE file on every page    This is so that stuff with different compatible licenses can be attributed appropriately    ',0 
'Remove  usr bin php dependency from the rpm s       ',0 
'Fix lzo installs to work correctly on RHEL        ',0 
'Increase puppet timeouts to handle single node installs timing out       ',1 
'The database set up script has a duplicate definition of AmbariConfig so install fails       ',0 
'Eliminate redundant and unused definition for the columns in the table ConfigProperties    ConfigProperties table has a column named  display type  There s also a JSON encoded  display attributes  column The  display attributes  column has the attributes  isPassword    displayType   and  noDisplay   This is duplicate information is already stored by the  display type  column so these attributes are not needed Upon inspecting the code  these attributes are not used so changing them have no effect  We should simply get rid of these attributes    ',0 
'hdp nagios and hdp monitoring has wrong configuration file location  also owner group permissions are wrong     Suse environment has wrong configuration location for hdp dashboard and hdp nagios  Also  owner group permissions were wrongly set to root root instead of  wwwrun  and group is  www   ',0 
'Fix invalid HTML markup on Monitoring Dashboard       ',0 
'Support for Hadoop Security  front end changes        ',0 
'Weirdness with Custom Config page when the user goes back to previous stages    Issue    Going back and forth between different stages in the Cluster Install Wizard  it is possible to get into a state where Custom Config form has the submit button disabled but no field errors are shown Steps to replicate  Go up to Stage    but do not submit the form Go back to Stage   Go up to Stage   again  No field errors are shown when they should be Issue    Custom Config stage is skipped once you get to  Review and Deploy  and go back to a stage preceding Custom Config Steps to replicate  Go thru the Cluster Install Wizard up to Stage     Review and Deploy    but do not submit the form  Go back to Stage   or    Once you submit the form on Stage    Stage   is skipped and goes directly to Stage    If you go back to Stage   or earlier  then Stage   will not be skipped    ',0 
'Ambari should install yum priorities on all nodes to ensure main repo is picked first    Depending on which main hadoop repo is used to setup the cluster  sometimes  wrong packages may be pulled from add on repos even if the main repo has a higher priority and has the same package  This can create problems by incompatible dependencies getting installed at times    ',0 
'Make puppet generate more logs on command failures       ',0 
'Fix ambari agent init d scripts and the bootstrapping        ',0 
'Ambari does not handle a pre setup user supplied Hive Metastore    Ambari treats a Hive Metastore as something that it still needs to install and setup even though it may not have the necessary permissions to do so    ',0 
'HDFS disk capacity on dashboard is seen as negative number    Sometimes disk capacity calculations end up in negative numbers    ',0 
'Remove files from ambari web that were not meant to be checked in    ambari web node modules  ambari web public  ambari web ambari iml were not meant to be checked in  Must remove    ',0 
'dashboard   Summary   capacity pie chart keeps changing colors       ',0 
'Switching services does not update various UI elements    When you switch services in the UI  sometimes alerts are mismatched compared to selected service  Also the highlights in left bar are not working    ',0 
'Error handling when errors are encountered during preparation for deploy    Currently  if any errors are encountered during preparation for deploy  the user is taken to the deploy page and the hosts will be shown as  Waiting  but nothing happens  This is bad UX At a minimum  we should prevent the user from proceeding and display an appropriate error message if any error is encountered after  Deploy  is clicked  but before we transition to Step   We should also think about how a user can recover from this situation At this point  the deploy has not initiated  but certain API calls may have succeeded  so we may have incomplete info in the database  Currently there s no convenient way to  rollback  We can either ask the user to clean the slate by reinitializing the database and try again  should succeed if the original problem was temporary  We can also build more logic in the UI to retry  check if records already exist  etc      ',0 
'Need to be able to reliably recover from the case when the browser is closed during deploy  Step   post submission  Step    of the wizard    Need to be able to reliably recover from the case when the browser is closed during deploy  Step   post submission  Step    of the wizard Even after submitting  Step     its taking to Step   after browser restart  Ideally it should take to monitoring page    ',0 
'User specified custom configs  such as hdfs site xml overrides  should be persisted to maintain what the user specified       ',0 
'Install Wizard  Confirm host stuck at Preparing stage    With the install wizard went to assign slaves page successfully  returned back to Welcome page  reentered data and then the UI got stuck at Confirm hosts page    ',0 
'Host component live status is broken    When datanode is stopped on a host  its status keeps jumping    ',0 
'Ambari heatmaps and host information shows infinity for disk space used    When cluster is started after install  it has disk total of null which results in Infinity    ',0 
'Graphs  degrade  over time    Leave a page with graphs open for several minutes The graphs become really coarse It probably has something to do with the fact that Ganglia only provides   minute averages beyond the first    minutes  first    minutes  Ganglia keeps    second samples  and we may not be exactly querying for the last    minutes    ',0 
'On Notification Popup  clicking  go to nagios UI  doesn t load nagios UI       Cause notification to occur  for example  stop oozie    On dashboard  click notification icon   On the notification popup  click  go to nagios web UI    nothing happens This issue is on IE   Safari and Chrome  Works fine on Firefox    ',0 
'tmpfs filesystem being added to the list in the dir used by Ambari    I saw this on a sles cluster  On EC  they have a tmpfs mounted and Ambari picked it up Not sure what the ideal solution is but i feel tmpfs should not be included in the available mount points Also the tmpfs is being used in various directories that will have to change during the install Attached screenshots    ',0 
'Installer Wizard   Retry feature in Deploy step  Step    is broken       ',0 
'Reconfigure fails silently  it s not firing any API calls due to a JS error       ',0 
'Host jams in status  Preparing  if host name is wrong       ',0 
'Disk Info Metrics and memory usage sometimes do not show up for an hour or so     Disk Info Metrics and memory usage sometimes do not show up for an hour or so    ',0 
'After adding hosts  the host count shown in the Dashboard is incorrect       ',0 
'Detailed log view dialogs are not center aligned       ',0 
'Remove  hdp as the httpd conf for any of the nagios urls   should replace it with ambarinagios or something else     Remove  hdp as the httpd conf for any of the nagios urls   should replace it with ambarinagios or something else    ',0 
'Allow capacity scheduler to be attached to host role configs for CS configurability in the API s     Allow capacity scheduler to be attached to host role configs for CS configurability in the API s    ',0 
'Replace sudo with su in the ambari setup script since ambari server setup is already run as root     Replace sudo with su in the ambari setup script since ambari server setup is already run as root    ',0 
'Directory permissions on httpd  var www cgi bin should not be touched by Ambari     Directory permissions on httpd  var www cgi bin should not be touched by Ambari    ',0 
'Fix the host roles live status not go back to INSTALLED if it was in START FAILED state     Fix the host roles live status not go back to INSTALLED if it was in START FAILED state    ',0 
'Service graphs refresh with spinners    Service graphs are refreshing with spinners  rather than simply shifting to the left See the attached movie clip    ',0 
'Agent checks packages as part of host check but doesn t tell which ones are needed or conflicting    Agent checks packages as part of host check but doesn t tell which ones are needed or conflicting   ',0 
'Store example Hive Queries somewhere in Ambari that s easily accessible for demo test purposes    Store example Hive Queries somewhere in Ambari that s easily accessible for demo test purposes   ',0 
'Edit User  No error message is shown when the user does not enter the correct  old password     No error message is shown when the user does not enter the correct  old password  when editing an user    ',0 
'Incorrect displaying  Background operations  window after changing state of component    Steps    Change state  start stop operations are preferable  for lot of components so that the number of background operations was approximately          Change size of browser          px     Go to down of page    Change state for next component    Confirm changing Result  Background operations  window was opened  but it  OK  button is not visible Expected result  Background operations  window contains scroll bar for all background operations   OK  button is available for using    ',0 
'Failing build due to url moved on Suse     Failing build due to url moved on Suse  Looks like centos  and   handle redirection all fine but doesnt look like the maven plugin handles that on SUSE    ',0 
'Bootstrap can hang indefinitely    I was bootstrapping   nodes  One of them got stuck in  Installing  phase and won t time out even after     minutes It seems like starting of ambari agent was hanging    ',0 
'Service status   host component status can get stuck in the green blinking state if stop fails   no further operation can be performed    This happens when a service host component is running  but stop fails  This leaves the desired state in the INSTALLED  i e   STOPPED  state  while the live state is STARTED Currently  UI assumes when desired state  INSTALLED and state  STARTED  it is STARTING  This was a trick to get around the problem of backend live state update lagging and to make UI more responsive    ',0 
'Switching out of Jobs page does not launch popup anymore    On the jobs page click on Job X and see the popup with all the job information  Now switch to Services page and come back to the jobs page  Now clicking on Job X will not launch popup    ',0 
'Cluster missing hosts after successful install and restart     Cluster missing hosts after successful install and restart  This bug got introduced due to my patch in AMBARI         ',0 
'Service Check fails after secure install due to wrong kinit path    For manually installed kdc  the kinit path in the puppet script is  usr kerberos bin kinitActual location root ip              data   whereis kinitkinit   usr bin kiniterr   Stage            Hdp hbase  Hbase  Service check Hdp hadoop  Exec hadoop     hbase  service check  test      Hdp  Exec      usr kerberos bin kinit  kt  etc security keytabs hdfs headless keytab hdfs  hadoop   config  etc hadoop conf fs  test  e  apps hbase data usertable      Exec      usr kerberos bin kinit  kt  etc security keytabs hdfs headless keytab hdfs  hadoop   config  etc hadoop conf fs  test  e  apps hbase data usertable       Failed to call refresh  Could not find command   usr kerberos bin kinit    ',0 
'Provide consistent ordering of hosts in heatmap       ',0 
' No alerts  badge on the Host Detail page should be green  not red       ',0 
'App Browser rows colours should alternate from dark grey to light grey and back       ',0 
'Mouse cursor hover behavior is strange on Job Browser    When hovering the mouse cursor around Show All  Filtered  the mouse cursor changes to the  hand  icon as expected  To the right  the cursor turns into a hand even when hovering over areas where there s no link  Hovering over  Clear filters   the cursor does not turn into the  hand     ',0 
'Wrong calculation of duration filter on apps page    Wrong calculation for the duration filter if we enter just number  without h  m or s to specify the unit  By default we should take seconds as the default unit    ',0 
'Ambari Agent registration hangs due to Acceptor bug in Jetty for not reading through accepted connections     Ambari Agent registration hangs due to Acceptor bug in Jetty for not reading through accepted connections    ',0 
'Validation for username used in service configs is broken       ',0 
'Failure popup shown for reconfiguring HDFS when MapReduce is not installed       ',0 
'Cannot proceed after bootstrapping in some cases due to a run time error while running host checks       ',0 
'Minimize Read and Write locks for createHosts    Invocation count and exec time for ClustersImpl mapHostToCluser very highorg apache ambari server state cluster ClustersImpl mapHostToCluster String  String  Time ms           Avg Time ms         Own Time ms      Invocation Count    Each time host is mapped to cluster we refresh the entity manager  This results in the createHosts call taking excess of    minutes   ',1 
'Further optimization of querying host information from the server    Further work on optimizing query for getting host information on top of BUG         ',0 
'Fix TestHostName to take care of issues when gethostname and getfqdn do not match     Fix TestHostName to take care of issues when gethostname and getfqdn do not match    ',0 
'Fix alerts at host level if MapReduce is not selected not to alert for tasktrackers not running     Fix alerts at host level if MapReduce is not selected not to alert for tasktrackers not running    ',0 
'Nagios script causes unwanted  Datanode logs     Nagios script causes unwanted Datanode logs    ',0 
'Add hadoop lzo to be one of the rpms to check for before installation     Add hadoop lzo to be one of the rpms to check for before installation    ',0 
'Make all service properties reconfigurable        ',0 
'Fix start up option for ambari server where there is a missing space     Fix start up option for ambari server where there is a missing space    ',0 
'Add hosts is broken    This is due to performance enhancements for querying hosts Hosts disk info for the hosts being added is expected in the Add Hosts wizard  but it is now missing    ',1 
'Ambari Web goes back and forth between frozen and usable state peridocially on a large cluster    The background polling to update the live status of services and host components runs every   seconds  When this happens  the whole UI freezes for several seconds periodically    ',1 
'Alerts take around       seconds to show up everytime you refresh the dashboard     Alerts take around       seconds to show up everytime you refresh the dashboard    ',1 
'Jobs failed count always returns   in the jobtracker API metrics    See the attachments  but after running both successful and failed MapReduce jobs  the jobs submitted count includes all jobs  the jobs successful appears correct  but the jobs failed count is still      ',0 
'Cannot start hadoop services after hdfs re configuration and amabri server restart     Cannot start hadoop services after several restarts since the agents    ',0 
'Templeton smoke test fails for secure cluster    Templeton start fails due to multiple errors      mnotice   Stage            Hdp templeton  Copy hdfs directories Hdp hadoop  Hdfs  Copyfromlocal      usr lib hadoop contrib streaming hadoop streaming  jar      Hdp hadoop  Exec hadoop     fs  copyFromLocal  usr lib hadoop contrib streaming hadoop streaming  jar  apps webhcat hadoop streaming jar      Hdp  Exec      usr bin kinit  kt  etc security keytabs hcat headless keytab hcat  hadoop   config  etc hadoop conf fs  copyFromLocal  usr lib hadoop contrib streaming hadoop streaming  jar  apps webhcat hadoop streaming jar      Exec      usr bin kinit  kt  etc security keytabs hcat headless keytab hcat  hadoop   config  etc hadoop conf fs  copyFromLocal  usr lib hadoop contrib streaming hadoop streaming  jar  apps webhcat hadoop streaming jar      returns  kinit  Client not found in Kerberos database while getting initial credentials    m   ',0 
'Config Reconfig UI should not allow certain configs to have host level overrides       ',0 
'Some map and reduce task metrics are missing for the tasktrackers in the API    With Ambari        I can   get the metrics mapred object to show up for the tasktracker component  Our code is hitting the URL  http   sdll     labs teradata com      api v  clusters sdll     labs teradata com services MAPREDUCE components TASKTRACKER fields host components    Here   one of the objects in the host components array  Note that the data in metrics mapred tasktracker is providing some data I  e never seen before  In previous versions we say properties such as reduces running  reduceTaskSlots  maps running  etc  in this object     href     http   aster  h  td teradata com      api v  clusters aster  h  td teradata com hosts byn       host components TASKTRACKER    HostRoles       cluster name     aster  h  td teradata com    desired state     STARTED    state     STARTED    component name     TASKTRACKER    service name     MAPREDUCE    host name     byn            metrics       boottime               E    process       proc total                    proc run            rpc       rpcAuthorizationSuccesses        SentBytes           rpcAuthorizationFailures        ReceivedBytes            NumOpenConnections        callQueueLen        RpcQueueTime num ops         rpcAuthenticationSuccesses        RpcProcessingTime num ops         rpcAuthenticationFailures        RpcProcessingTime avg time                         RpcQueueTime avg time            mapred       shuffleOutput       shuffle success outputs        shuffle handler busy percent          shuffle output bytes           shuffle failed outputs        shuffle exceptions caught          tasktracker       ConfigVersion     default    HttpPort            TasksInfoJson        running       failed       commit pending         JobTrackerUrl     aster  h  td teradata com          Healthy    true   Version               r    Hostname     byn          RpcPort                ugi       loginFailure num ops        loginSuccess num ops        loginSuccess avg time          loginFailure avg time            disk       disk total                disk free                    part max used             cpu       cpu speed             cpu wio          cpu num           cpu idle                    cpu nice          cpu aidle          cpu system          cpu user                        rpcdetailed       getTask avg time          ping avg time          done avg time          getProtocolVersion avg time          getMapCompletionEvents avg time          done num ops        getMapCompletionEvents num ops        canCommit num ops        ping num ops        commitPending avg time          statusUpdate num ops         statusUpdate avg time          getTask num ops        getProtocolVersion num ops        commitPending num ops        canCommit avg time            load       load fifteen          load one          load five            jvm       memHeapCommittedM               NonHeapMemoryUsed               logFatal        threadsWaiting         gcCount             threadsBlocked        HeapMemoryUsed               logWarn        logError        HeapMemoryMax                memNonHeapCommittedM             memNonHeapUsedM                gcTimeMillis            NonHeapMemoryMax                logInfo        memHeapUsedM               threadsNew        threadsTerminated        maxMemoryM               threadsTimedWaiting         threadsRunnable          network       pkts out                    bytes in                    bytes out                    pkts in                      memory       mem total              E    swap free                mem buffers                    mem shared          swap total                mem cached                    mem free                 E        component         href     http   aster  h  td teradata com      api v  clusters aster  h  td teradata com services MAPREDUCE components TASKTRACKER    ServiceComponentInfo       cluster name     aster  h  td teradata com    component name     TASKTRACKER    service name     MAPREDUCE            ',0 
'Undo should not be allowed on component hosts       ',0 
'Oozie properties for principal and keytab not read from oozie site    Oozie principal is create by the UI as oozie   hostname  realm comPuppet script has a bug that does not read this property and uses default  oozie  as the principal   ',0 
